Hero1,Hero2,Appeared_Together
HULK,ANGEL,29
HULK,ICEMAN,33
HULK,SHE-HULK,61
HULK,"JARVIS, EDWIN",0
HULK,WONDER MAN,45
HULK,BLACK WIDOW,19
HULK,"ROBERTSON, JOE",6
HULK,"PARKER, MAY",7
HULK,HERCULES [GREEK GOD],43
HULK,QUICKSILVER,28
HULK,SHADOWCAT,9
HULK,"JONES, RICHARD MILHO",173
HULK,ODIN [ASGARDIAN],11
HULK,ROGUE ,35
HULK,BLACK PANTHER,27
HULK,SILVER SURFER,66
HULK,CANNONBALL II,3
HULK,PUNISHER II,4
HULK,CAPTAIN BRITAIN,5
HULK,"NELSON, FRANKLIN FOG",4
HULK,DR. DOOM,37
HULK,"RICHARDS, FRANKLIN B",21
HULK,CRYSTAL [INHUMAN],15
HULK,HAVOK,24
HULK,"SUMMERS, NATHAN CHRI",5
HULK,BALDER [ASGARDIAN],3
HULK,LOKI [ASGARDIAN],8
HULK,"BANNER, BETTY ROSS T",249
HULK,IRON MAN IV,16
HULK,"LEEDS, BETTY BRANT",6
HULK,KINGPIN,0
HULK,"THOMPSON, EUGENE FLA",6
HULK,SIF,3
HULK,FANDRAL [ASGARDIAN],6
HULK,HOGUN [ASGARDIAN],7
HULK,VOLSTAGG,6
HULK,"CAGE, LUKE",31
HULK,"DUGAN, TIMOTHY ALOYI",14
HULK,WOLFSBANE,10
HULK,PSYLOCKE,17
HULK,BANSHEE,2
HULK,WONG,37
HULK,FALCON,17
HULK,MAGNETO,18
HULK,"ROSS, GEN. THADDEUS",0
HULK,SUNSPOT,0
HULK,BLACK KNIGHT V,23
HULK,"MASTERS, ALICIA REIS",13
HULK,IRON FIST,16
HULK,GAMBIT,12
HULK,"NORRISS, SISTER BARB",117
HULK,CLEA,40
HULK,JUBILEE,2
HULK,BOOMER,0
HULK,MOON KNIGHT,14
HULK,USAGENT,10
HULK,"OSBORN, HARRY",1
HULK,"MACTAGGERT, MOIRA KI",0
HULK,POLARIS,18
HULK,KA-ZAR,9
HULK,QUASAR III,30
HULK,CAPTAIN MARVEL II,29
HULK,MOCKINGBIRD,11
HULK,NOVA,29
HULK,SHANG-CHI,1
HULK,MIRAGE II,2
HULK,BINARY,6
HULK,"HUDSON, HEATHER",18
HULK,TIGRA,14
HULK,SPIDER-MAN CLONE,0
HULK,"PAGE, KAREN",2
HULK,MEDUSA,8
WOLVERINE,INVISIBLE WOMAN,51
WOLVERINE,SCARLET WITCH,40
WOLVERINE,BEAST,146
WOLVERINE,DR. STRANGE,32
WOLVERINE,"WATSON-PARKER, MARY",0
WOLVERINE,DAREDEVIL,25
WOLVERINE,HAWK,33
WOLVERINE,VISION,0
WOLVERINE,CYCLOPS,277
WOLVERINE,WASP,34
WOLVERINE,"JAMESON, J. JONAH",14
WOLVERINE,ANT-MAN,18
WOLVERINE,SUB-MARINER,24
WOLVERINE,STORM,389
WOLVERINE,PROFESSOR X,248
WOLVERINE,"FURY, COL. NICHOLAS",0
WOLVERINE,MARVEL GIRL,145
WOLVERINE,COLOSSUS II,331
WOLVERINE,NIGHTCRAWLER,267
WOLVERINE,ANGEL,123
WOLVERINE,ICEMAN,98
WOLVERINE,SHE-HULK,53
WOLVERINE,"JARVIS, EDWIN",0
WOLVERINE,WONDER MAN,41
WOLVERINE,BLACK WIDOW,25
WOLVERINE,"ROBERTSON, JOE",6
WOLVERINE,"PARKER, MAY",2
WOLVERINE,HERCULES [GREEK GOD],32
WOLVERINE,QUICKSILVER,29
WOLVERINE,SHADOWCAT,169
WOLVERINE,"JONES, RICHARD MILHO",7
WOLVERINE,ODIN [ASGARDIAN],1
WOLVERINE,ROGUE ,232
WOLVERINE,BLACK PANTHER,9
WOLVERINE,SILVER SURFER,18
WOLVERINE,CANNONBALL II,96
WOLVERINE,PUNISHER II,6
WOLVERINE,CAPTAIN BRITAIN,10
WOLVERINE,"NELSON, FRANKLIN FOG",4
WOLVERINE,DR. DOOM,29
WOLVERINE,"RICHARDS, FRANKLIN B",20
WOLVERINE,CRYSTAL [INHUMAN],11
WOLVERINE,HAVOK,120
WOLVERINE,"SUMMERS, NATHAN CHRI",59
WOLVERINE,BALDER [ASGARDIAN],1
WOLVERINE,LOKI [ASGARDIAN],3
WOLVERINE,"BANNER, BETTY ROSS T",5
WOLVERINE,IRON MAN IV,15
WOLVERINE,"LEEDS, BETTY BRANT",2
WOLVERINE,KINGPIN,7
WOLVERINE,"THOMPSON, EUGENE FLA",1
WOLVERINE,SIF,2
WOLVERINE,FANDRAL [ASGARDIAN],2
WOLVERINE,HOGUN [ASGARDIAN],2
WOLVERINE,VOLSTAGG,1
WOLVERINE,"CAGE, LUKE",11
WOLVERINE,"DUGAN, TIMOTHY ALOYI",15
WOLVERINE,WOLFSBANE,50
WOLVERINE,PSYLOCKE,164
WOLVERINE,BANSHEE,102
WOLVERINE,WONG,4
WOLVERINE,FALCON,7
WOLVERINE,MAGNETO,80
WOLVERINE,"ROSS, GEN. THADDEUS",0
WOLVERINE,SUNSPOT,35
WOLVERINE,BLACK KNIGHT V,19
WOLVERINE,"MASTERS, ALICIA REIS",5
WOLVERINE,IRON FIST,16
WOLVERINE,GAMBIT,118
WOLVERINE,"NORRISS, SISTER BARB",6
WOLVERINE,CLEA,2
WOLVERINE,JUBILEE,92
WOLVERINE,BOOMER,22
WOLVERINE,MOON KNIGHT,8
WOLVERINE,USAGENT,14
WOLVERINE,"OSBORN, HARRY",1
WOLVERINE,"MACTAGGERT, MOIRA KI",79
WOLVERINE,POLARIS,70
WOLVERINE,KA-ZAR,12
WOLVERINE,QUASAR III,22
WOLVERINE,CAPTAIN MARVEL II,18
WOLVERINE,MOCKINGBIRD,11
WOLVERINE,NOVA,27
WOLVERINE,SHANG-CHI,6
WOLVERINE,MIRAGE II,24
WOLVERINE,BINARY,28
WOLVERINE,"HUDSON, HEATHER",44
WOLVERINE,TIGRA,13
WOLVERINE,SPIDER-MAN CLONE,1
WOLVERINE,"PAGE, KAREN",3
WOLVERINE,MEDUSA,5
INVISIBLE WOMAN,SCARLET WITCH,87
INVISIBLE WOMAN,BEAST,54
INVISIBLE WOMAN,DR. STRANGE,47
INVISIBLE WOMAN,"WATSON-PARKER, MARY",0
INVISIBLE WOMAN,DAREDEVIL,58
INVISIBLE WOMAN,HAWK,62
INVISIBLE WOMAN,VISION,0
INVISIBLE WOMAN,CYCLOPS,46
INVISIBLE WOMAN,WASP,87
INVISIBLE WOMAN,"JAMESON, J. JONAH",25
INVISIBLE WOMAN,ANT-MAN,67
INVISIBLE WOMAN,SUB-MARINER,102
INVISIBLE WOMAN,STORM,47
INVISIBLE WOMAN,PROFESSOR X,43
INVISIBLE WOMAN,"FURY, COL. NICHOLAS",0
INVISIBLE WOMAN,MARVEL GIRL,43
INVISIBLE WOMAN,COLOSSUS II,35
INVISIBLE WOMAN,NIGHTCRAWLER,17
INVISIBLE WOMAN,ANGEL,39
INVISIBLE WOMAN,ICEMAN,39
INVISIBLE WOMAN,SHE-HULK,122
INVISIBLE WOMAN,"JARVIS, EDWIN",0
INVISIBLE WOMAN,WONDER MAN,61
INVISIBLE WOMAN,BLACK WIDOW,33
INVISIBLE WOMAN,"ROBERTSON, JOE",9
INVISIBLE WOMAN,"PARKER, MAY",13
INVISIBLE WOMAN,HERCULES [GREEK GOD],39
INVISIBLE WOMAN,QUICKSILVER,37
INVISIBLE WOMAN,SHADOWCAT,15
INVISIBLE WOMAN,"JONES, RICHARD MILHO",14
INVISIBLE WOMAN,ODIN [ASGARDIAN],9
INVISIBLE WOMAN,ROGUE ,32
INVISIBLE WOMAN,BLACK PANTHER,39
INVISIBLE WOMAN,SILVER SURFER,61
INVISIBLE WOMAN,CANNONBALL II,11
INVISIBLE WOMAN,PUNISHER II,2
INVISIBLE WOMAN,CAPTAIN BRITAIN,5
INVISIBLE WOMAN,"NELSON, FRANKLIN FOG",8
INVISIBLE WOMAN,DR. DOOM,96
INVISIBLE WOMAN,"RICHARDS, FRANKLIN B",230
INVISIBLE WOMAN,CRYSTAL [INHUMAN],96
INVISIBLE WOMAN,HAVOK,19
INVISIBLE WOMAN,"SUMMERS, NATHAN CHRI",6
INVISIBLE WOMAN,BALDER [ASGARDIAN],3
INVISIBLE WOMAN,LOKI [ASGARDIAN],8
INVISIBLE WOMAN,"BANNER, BETTY ROSS T",9
INVISIBLE WOMAN,IRON MAN IV,6
INVISIBLE WOMAN,"LEEDS, BETTY BRANT",9
INVISIBLE WOMAN,KINGPIN,1
INVISIBLE WOMAN,"THOMPSON, EUGENE FLA",7
INVISIBLE WOMAN,SIF,2
INVISIBLE WOMAN,FANDRAL [ASGARDIAN],1
INVISIBLE WOMAN,HOGUN [ASGARDIAN],1
INVISIBLE WOMAN,VOLSTAGG,0
INVISIBLE WOMAN,"CAGE, LUKE",17
INVISIBLE WOMAN,"DUGAN, TIMOTHY ALOYI",10
INVISIBLE WOMAN,WOLFSBANE,9
INVISIBLE WOMAN,PSYLOCKE,25
INVISIBLE WOMAN,BANSHEE,6
INVISIBLE WOMAN,WONG,7
INVISIBLE WOMAN,FALCON,13
INVISIBLE WOMAN,MAGNETO,11
INVISIBLE WOMAN,"ROSS, GEN. THADDEUS",0
INVISIBLE WOMAN,SUNSPOT,6
INVISIBLE WOMAN,BLACK KNIGHT V,27
INVISIBLE WOMAN,"MASTERS, ALICIA REIS",141
INVISIBLE WOMAN,IRON FIST,13
INVISIBLE WOMAN,GAMBIT,14
INVISIBLE WOMAN,"NORRISS, SISTER BARB",7
INVISIBLE WOMAN,CLEA,2
INVISIBLE WOMAN,JUBILEE,5
INVISIBLE WOMAN,BOOMER,4
INVISIBLE WOMAN,MOON KNIGHT,12
INVISIBLE WOMAN,USAGENT,12
INVISIBLE WOMAN,"OSBORN, HARRY",2
INVISIBLE WOMAN,"MACTAGGERT, MOIRA KI",4
INVISIBLE WOMAN,POLARIS,9
INVISIBLE WOMAN,KA-ZAR,3
INVISIBLE WOMAN,QUASAR III,36
INVISIBLE WOMAN,CAPTAIN MARVEL II,24
INVISIBLE WOMAN,MOCKINGBIRD,15
INVISIBLE WOMAN,NOVA,29
INVISIBLE WOMAN,SHANG-CHI,1
INVISIBLE WOMAN,MIRAGE II,2
INVISIBLE WOMAN,BINARY,8
INVISIBLE WOMAN,"HUDSON, HEATHER",15
INVISIBLE WOMAN,TIGRA,30
INVISIBLE WOMAN,SPIDER-MAN CLONE,2
INVISIBLE WOMAN,"PAGE, KAREN",6
INVISIBLE WOMAN,MEDUSA,68
SCARLET WITCH,BEAST,145
SCARLET WITCH,DR. STRANGE,62
SCARLET WITCH,"WATSON-PARKER, MARY",0
SCARLET WITCH,DAREDEVIL,37
SCARLET WITCH,HAWK,301
SCARLET WITCH,VISION,0
SCARLET WITCH,CYCLOPS,45
SCARLET WITCH,WASP,273
SCARLET WITCH,"JAMESON, J. JONAH",13
SCARLET WITCH,ANT-MAN,244
SCARLET WITCH,SUB-MARINER,59
SCARLET WITCH,STORM,36
SCARLET WITCH,PROFESSOR X,41
SCARLET WITCH,"FURY, COL. NICHOLAS",0
SCARLET WITCH,MARVEL GIRL,40
SCARLET WITCH,COLOSSUS II,30
SCARLET WITCH,NIGHTCRAWLER,16
SCARLET WITCH,ANGEL,44
SCARLET WITCH,ICEMAN,45
SCARLET WITCH,SHE-HULK,91
SCARLET WITCH,"JARVIS, EDWIN",0
SCARLET WITCH,WONDER MAN,261
SCARLET WITCH,BLACK WIDOW,95
SCARLET WITCH,"ROBERTSON, JOE",6
SCARLET WITCH,"PARKER, MAY",3
SCARLET WITCH,HERCULES [GREEK GOD],88
SCARLET WITCH,QUICKSILVER,210
SCARLET WITCH,SHADOWCAT,13
SCARLET WITCH,"JONES, RICHARD MILHO",40
SCARLET WITCH,ODIN [ASGARDIAN],13
SCARLET WITCH,ROGUE ,25
SCARLET WITCH,BLACK PANTHER,108
SCARLET WITCH,SILVER SURFER,40
SCARLET WITCH,CANNONBALL II,7
SCARLET WITCH,PUNISHER II,3
SCARLET WITCH,CAPTAIN BRITAIN,7
SCARLET WITCH,"NELSON, FRANKLIN FOG",2
SCARLET WITCH,DR. DOOM,35
SCARLET WITCH,"RICHARDS, FRANKLIN B",23
SCARLET WITCH,CRYSTAL [INHUMAN],55
SCARLET WITCH,HAVOK,16
SCARLET WITCH,"SUMMERS, NATHAN CHRI",2
SCARLET WITCH,BALDER [ASGARDIAN],4
SCARLET WITCH,LOKI [ASGARDIAN],23
SCARLET WITCH,"BANNER, BETTY ROSS T",7
SCARLET WITCH,IRON MAN IV,28
SCARLET WITCH,"LEEDS, BETTY BRANT",2
SCARLET WITCH,KINGPIN,2
SCARLET WITCH,"THOMPSON, EUGENE FLA",0
SCARLET WITCH,SIF,5
SCARLET WITCH,FANDRAL [ASGARDIAN],7
SCARLET WITCH,HOGUN [ASGARDIAN],6
SCARLET WITCH,VOLSTAGG,4
SCARLET WITCH,"CAGE, LUKE",14
SCARLET WITCH,"DUGAN, TIMOTHY ALOYI",12
SCARLET WITCH,WOLFSBANE,9
SCARLET WITCH,PSYLOCKE,20
SCARLET WITCH,BANSHEE,2
SCARLET WITCH,WONG,12
SCARLET WITCH,FALCON,35
SCARLET WITCH,MAGNETO,35
SCARLET WITCH,"ROSS, GEN. THADDEUS",0
SCARLET WITCH,SUNSPOT,4
SCARLET WITCH,BLACK KNIGHT V,45
SCARLET WITCH,"MASTERS, ALICIA REIS",17
SCARLET WITCH,IRON FIST,9
SCARLET WITCH,GAMBIT,15
SCARLET WITCH,"NORRISS, SISTER BARB",23
SCARLET WITCH,CLEA,5
SCARLET WITCH,JUBILEE,2
SCARLET WITCH,BOOMER,0
SCARLET WITCH,MOON KNIGHT,17
SCARLET WITCH,USAGENT,104
SCARLET WITCH,"OSBORN, HARRY",2
SCARLET WITCH,"MACTAGGERT, MOIRA KI",1
SCARLET WITCH,POLARIS,14
SCARLET WITCH,KA-ZAR,2
SCARLET WITCH,QUASAR III,45
SCARLET WITCH,CAPTAIN MARVEL II,62
SCARLET WITCH,MOCKINGBIRD,67
SCARLET WITCH,NOVA,25
SCARLET WITCH,SHANG-CHI,2
SCARLET WITCH,MIRAGE II,3
SCARLET WITCH,BINARY,63
SCARLET WITCH,"HUDSON, HEATHER",13
SCARLET WITCH,TIGRA,69
SCARLET WITCH,SPIDER-MAN CLONE,2
SCARLET WITCH,"PAGE, KAREN",1
SCARLET WITCH,MEDUSA,18
BEAST,DR. STRANGE,50
BEAST,"WATSON-PARKER, MARY",0
BEAST,DAREDEVIL,38
BEAST,HAWK,65
BEAST,VISION,0
BEAST,CYCLOPS,317
BEAST,WASP,119
BEAST,"JAMESON, J. JONAH",15
BEAST,ANT-MAN,95
BEAST,SUB-MARINER,40
BEAST,STORM,139
BEAST,PROFESSOR X,188
BEAST,"FURY, COL. NICHOLAS",0
BEAST,MARVEL GIRL,307
BEAST,COLOSSUS II,85
BEAST,NIGHTCRAWLER,49
BEAST,ANGEL,309
BEAST,ICEMAN,319
BEAST,SHE-HULK,37
BEAST,"JARVIS, EDWIN",0
BEAST,WONDER MAN,110
BEAST,BLACK WIDOW,39
BEAST,"ROBERTSON, JOE",4
BEAST,"PARKER, MAY",4
BEAST,HERCULES [GREEK GOD],42
BEAST,QUICKSILVER,57
BEAST,SHADOWCAT,29
BEAST,"JONES, RICHARD MILHO",13
BEAST,ODIN [ASGARDIAN],5
BEAST,ROGUE ,104
BEAST,BLACK PANTHER,44
BEAST,SILVER SURFER,21
BEAST,CANNONBALL II,60
BEAST,PUNISHER II,2
BEAST,CAPTAIN BRITAIN,9
BEAST,"NELSON, FRANKLIN FOG",6
BEAST,DR. DOOM,15
BEAST,"RICHARDS, FRANKLIN B",21
BEAST,CRYSTAL [INHUMAN],33
BEAST,HAVOK,72
BEAST,"SUMMERS, NATHAN CHRI",78
BEAST,BALDER [ASGARDIAN],1
BEAST,LOKI [ASGARDIAN],2
BEAST,"BANNER, BETTY ROSS T",3
BEAST,IRON MAN IV,6
BEAST,"LEEDS, BETTY BRANT",4
BEAST,KINGPIN,0
BEAST,"THOMPSON, EUGENE FLA",3
BEAST,SIF,2
BEAST,FANDRAL [ASGARDIAN],2
BEAST,HOGUN [ASGARDIAN],2
BEAST,VOLSTAGG,0
BEAST,"CAGE, LUKE",10
BEAST,"DUGAN, TIMOTHY ALOYI",8
BEAST,WOLFSBANE,29
BEAST,PSYLOCKE,91
BEAST,BANSHEE,45
BEAST,WONG,14
BEAST,FALCON,31
BEAST,MAGNETO,51
BEAST,"ROSS, GEN. THADDEUS",0
BEAST,SUNSPOT,22
BEAST,BLACK KNIGHT V,25
BEAST,"MASTERS, ALICIA REIS",10
BEAST,IRON FIST,9
BEAST,GAMBIT,108
BEAST,"NORRISS, SISTER BARB",55
BEAST,CLEA,5
BEAST,JUBILEE,46
BEAST,BOOMER,48
BEAST,MOON KNIGHT,9
BEAST,USAGENT,14
BEAST,"OSBORN, HARRY",1
BEAST,"MACTAGGERT, MOIRA KI",35
BEAST,POLARIS,69
BEAST,KA-ZAR,10
BEAST,QUASAR III,26
BEAST,CAPTAIN MARVEL II,11
BEAST,MOCKINGBIRD,9
BEAST,NOVA,13
BEAST,SHANG-CHI,1
BEAST,MIRAGE II,4
BEAST,BINARY,36
BEAST,"HUDSON, HEATHER",9
BEAST,TIGRA,13
BEAST,SPIDER-MAN CLONE,2
BEAST,"PAGE, KAREN",1
BEAST,MEDUSA,8
DR. STRANGE,"WATSON-PARKER, MARY",0
DR. STRANGE,DAREDEVIL,37
DR. STRANGE,HAWK,35
DR. STRANGE,VISION,0
DR. STRANGE,CYCLOPS,23
DR. STRANGE,WASP,38
DR. STRANGE,"JAMESON, J. JONAH",11
DR. STRANGE,ANT-MAN,35
DR. STRANGE,SUB-MARINER,92
DR. STRANGE,STORM,22
DR. STRANGE,PROFESSOR X,25
DR. STRANGE,"FURY, COL. NICHOLAS",0
DR. STRANGE,MARVEL GIRL,19
DR. STRANGE,COLOSSUS II,19
DR. STRANGE,NIGHTCRAWLER,11
DR. STRANGE,ANGEL,23
DR. STRANGE,ICEMAN,19
DR. STRANGE,SHE-HULK,33
DR. STRANGE,"JARVIS, EDWIN",0
DR. STRANGE,WONDER MAN,30
DR. STRANGE,BLACK WIDOW,19
DR. STRANGE,"ROBERTSON, JOE",5
DR. STRANGE,"PARKER, MAY",4
DR. STRANGE,HERCULES [GREEK GOD],19
DR. STRANGE,QUICKSILVER,15
DR. STRANGE,SHADOWCAT,7
DR. STRANGE,"JONES, RICHARD MILHO",13
DR. STRANGE,ODIN [ASGARDIAN],10
DR. STRANGE,ROGUE ,12
DR. STRANGE,BLACK PANTHER,23
DR. STRANGE,SILVER SURFER,70
DR. STRANGE,CANNONBALL II,7
DR. STRANGE,PUNISHER II,4
DR. STRANGE,CAPTAIN BRITAIN,6
DR. STRANGE,"NELSON, FRANKLIN FOG",3
DR. STRANGE,DR. DOOM,20
DR. STRANGE,"RICHARDS, FRANKLIN B",14
DR. STRANGE,CRYSTAL [INHUMAN],11
DR. STRANGE,HAVOK,9
DR. STRANGE,"SUMMERS, NATHAN CHRI",3
DR. STRANGE,BALDER [ASGARDIAN],3
DR. STRANGE,LOKI [ASGARDIAN],13
DR. STRANGE,"BANNER, BETTY ROSS T",10
DR. STRANGE,IRON MAN IV,2
DR. STRANGE,"LEEDS, BETTY BRANT",3
DR. STRANGE,KINGPIN,1
DR. STRANGE,"THOMPSON, EUGENE FLA",4
DR. STRANGE,SIF,5
DR. STRANGE,FANDRAL [ASGARDIAN],4
DR. STRANGE,HOGUN [ASGARDIAN],4
DR. STRANGE,VOLSTAGG,3
DR. STRANGE,"CAGE, LUKE",22
DR. STRANGE,"DUGAN, TIMOTHY ALOYI",9
DR. STRANGE,WOLFSBANE,8
DR. STRANGE,PSYLOCKE,12
DR. STRANGE,BANSHEE,2
DR. STRANGE,WONG,208
DR. STRANGE,FALCON,6
DR. STRANGE,MAGNETO,4
DR. STRANGE,"ROSS, GEN. THADDEUS",0
DR. STRANGE,SUNSPOT,6
DR. STRANGE,BLACK KNIGHT V,24
DR. STRANGE,"MASTERS, ALICIA REIS",8
DR. STRANGE,IRON FIST,7
DR. STRANGE,GAMBIT,7
DR. STRANGE,"NORRISS, SISTER BARB",122
DR. STRANGE,CLEA,178
DR. STRANGE,JUBILEE,0
DR. STRANGE,BOOMER,4
DR. STRANGE,MOON KNIGHT,13
DR. STRANGE,USAGENT,9
DR. STRANGE,"OSBORN, HARRY",0
DR. STRANGE,"MACTAGGERT, MOIRA KI",1
DR. STRANGE,POLARIS,6
DR. STRANGE,KA-ZAR,5
DR. STRANGE,QUASAR III,25
DR. STRANGE,CAPTAIN MARVEL II,10
DR. STRANGE,MOCKINGBIRD,10
DR. STRANGE,NOVA,13
DR. STRANGE,SHANG-CHI,3
DR. STRANGE,MIRAGE II,4
DR. STRANGE,BINARY,4
DR. STRANGE,"HUDSON, HEATHER",12
DR. STRANGE,TIGRA,9
DR. STRANGE,SPIDER-MAN CLONE,0
DR. STRANGE,"PAGE, KAREN",3
DR. STRANGE,MEDUSA,6
"WATSON-PARKER, MARY",DAREDEVIL,0
"WATSON-PARKER, MARY",HAWK,0
"WATSON-PARKER, MARY",VISION,0
"WATSON-PARKER, MARY",CYCLOPS,0
"WATSON-PARKER, MARY",WASP,0
"WATSON-PARKER, MARY","JAMESON, J. JONAH",0
"WATSON-PARKER, MARY",ANT-MAN,0
"WATSON-PARKER, MARY",SUB-MARINER,0
"WATSON-PARKER, MARY",STORM,0
"WATSON-PARKER, MARY",PROFESSOR X,0
"WATSON-PARKER, MARY","FURY, COL. NICHOLAS",0
"WATSON-PARKER, MARY",MARVEL GIRL,0
"WATSON-PARKER, MARY",COLOSSUS II,0
"WATSON-PARKER, MARY",NIGHTCRAWLER,0
"WATSON-PARKER, MARY",ANGEL,0
"WATSON-PARKER, MARY",ICEMAN,0
"WATSON-PARKER, MARY",SHE-HULK,0
"WATSON-PARKER, MARY","JARVIS, EDWIN",0
"WATSON-PARKER, MARY",WONDER MAN,0
"WATSON-PARKER, MARY",BLACK WIDOW,0
"WATSON-PARKER, MARY","ROBERTSON, JOE",0
"WATSON-PARKER, MARY","PARKER, MAY",0
"WATSON-PARKER, MARY",HERCULES [GREEK GOD],0
"WATSON-PARKER, MARY",QUICKSILVER,0
"WATSON-PARKER, MARY",SHADOWCAT,0
"WATSON-PARKER, MARY","JONES, RICHARD MILHO",0
"WATSON-PARKER, MARY",ODIN [ASGARDIAN],0
"WATSON-PARKER, MARY",ROGUE ,0
"WATSON-PARKER, MARY",BLACK PANTHER,0
"WATSON-PARKER, MARY",SILVER SURFER,0
"WATSON-PARKER, MARY",CANNONBALL II,0
"WATSON-PARKER, MARY",PUNISHER II,0
"WATSON-PARKER, MARY",CAPTAIN BRITAIN,0
"WATSON-PARKER, MARY","NELSON, FRANKLIN FOG",0
"WATSON-PARKER, MARY",DR. DOOM,0
"WATSON-PARKER, MARY","RICHARDS, FRANKLIN B",0
"WATSON-PARKER, MARY",CRYSTAL [INHUMAN],0
"WATSON-PARKER, MARY",HAVOK,0
"WATSON-PARKER, MARY","SUMMERS, NATHAN CHRI",0
"WATSON-PARKER, MARY",BALDER [ASGARDIAN],0
"WATSON-PARKER, MARY",LOKI [ASGARDIAN],0
"WATSON-PARKER, MARY","BANNER, BETTY ROSS T",0
"WATSON-PARKER, MARY",IRON MAN IV,0
"WATSON-PARKER, MARY","LEEDS, BETTY BRANT",0
"WATSON-PARKER, MARY",KINGPIN,0
"WATSON-PARKER, MARY","THOMPSON, EUGENE FLA",0
"WATSON-PARKER, MARY",SIF,0
"WATSON-PARKER, MARY",FANDRAL [ASGARDIAN],0
"WATSON-PARKER, MARY",HOGUN [ASGARDIAN],0
"WATSON-PARKER, MARY",VOLSTAGG,0
"WATSON-PARKER, MARY","CAGE, LUKE",0
"WATSON-PARKER, MARY","DUGAN, TIMOTHY ALOYI",0
"WATSON-PARKER, MARY",WOLFSBANE,0
"WATSON-PARKER, MARY",PSYLOCKE,0
"WATSON-PARKER, MARY",BANSHEE,0
"WATSON-PARKER, MARY",WONG,0
"WATSON-PARKER, MARY",FALCON,0
"WATSON-PARKER, MARY",MAGNETO,0
"WATSON-PARKER, MARY","ROSS, GEN. THADDEUS",0
"WATSON-PARKER, MARY",SUNSPOT,0
"WATSON-PARKER, MARY",BLACK KNIGHT V,0
"WATSON-PARKER, MARY","MASTERS, ALICIA REIS",0
"WATSON-PARKER, MARY",IRON FIST,0
"WATSON-PARKER, MARY",GAMBIT,0
"WATSON-PARKER, MARY","NORRISS, SISTER BARB",0
"WATSON-PARKER, MARY",CLEA,0
"WATSON-PARKER, MARY",JUBILEE,0
"WATSON-PARKER, MARY",BOOMER,0
"WATSON-PARKER, MARY",MOON KNIGHT,0
"WATSON-PARKER, MARY",USAGENT,0
"WATSON-PARKER, MARY","OSBORN, HARRY",0
"WATSON-PARKER, MARY","MACTAGGERT, MOIRA KI",0
"WATSON-PARKER, MARY",POLARIS,0
"WATSON-PARKER, MARY",KA-ZAR,0
"WATSON-PARKER, MARY",QUASAR III,0
"WATSON-PARKER, MARY",CAPTAIN MARVEL II,0
"WATSON-PARKER, MARY",MOCKINGBIRD,0
"WATSON-PARKER, MARY",NOVA,0
"WATSON-PARKER, MARY",SHANG-CHI,0
"WATSON-PARKER, MARY",MIRAGE II,0
"WATSON-PARKER, MARY",BINARY,0
"WATSON-PARKER, MARY","HUDSON, HEATHER",0
"WATSON-PARKER, MARY",TIGRA,0
"WATSON-PARKER, MARY",SPIDER-MAN CLONE,0
"WATSON-PARKER, MARY","PAGE, KAREN",0
"WATSON-PARKER, MARY",MEDUSA,0
DAREDEVIL,HAWK,25
DAREDEVIL,VISION,0
DAREDEVIL,CYCLOPS,23
DAREDEVIL,WASP,36
DAREDEVIL,"JAMESON, J. JONAH",50
DAREDEVIL,ANT-MAN,29
DAREDEVIL,SUB-MARINER,16
DAREDEVIL,STORM,19
DAREDEVIL,PROFESSOR X,17
DAREDEVIL,"FURY, COL. NICHOLAS",0
DAREDEVIL,MARVEL GIRL,16
DAREDEVIL,COLOSSUS II,15
DAREDEVIL,NIGHTCRAWLER,7
DAREDEVIL,ANGEL,24
DAREDEVIL,ICEMAN,17
DAREDEVIL,SHE-HULK,21
DAREDEVIL,"JARVIS, EDWIN",0
DAREDEVIL,WONDER MAN,28
DAREDEVIL,BLACK WIDOW,122
DAREDEVIL,"ROBERTSON, JOE",16
DAREDEVIL,"PARKER, MAY",19
DAREDEVIL,HERCULES [GREEK GOD],19
DAREDEVIL,QUICKSILVER,17
DAREDEVIL,SHADOWCAT,5
DAREDEVIL,"JONES, RICHARD MILHO",6
DAREDEVIL,ODIN [ASGARDIAN],5
DAREDEVIL,ROGUE ,9
DAREDEVIL,BLACK PANTHER,21
DAREDEVIL,SILVER SURFER,11
DAREDEVIL,CANNONBALL II,0
DAREDEVIL,PUNISHER II,32
DAREDEVIL,CAPTAIN BRITAIN,4
DAREDEVIL,"NELSON, FRANKLIN FOG",261
DAREDEVIL,DR. DOOM,15
DAREDEVIL,"RICHARDS, FRANKLIN B",16
DAREDEVIL,CRYSTAL [INHUMAN],9
DAREDEVIL,HAVOK,7
DAREDEVIL,"SUMMERS, NATHAN CHRI",1
DAREDEVIL,BALDER [ASGARDIAN],7
DAREDEVIL,LOKI [ASGARDIAN],2
DAREDEVIL,"BANNER, BETTY ROSS T",4
DAREDEVIL,IRON MAN IV,5
DAREDEVIL,"LEEDS, BETTY BRANT",12
DAREDEVIL,KINGPIN,102
DAREDEVIL,"THOMPSON, EUGENE FLA",7
DAREDEVIL,SIF,2
DAREDEVIL,FANDRAL [ASGARDIAN],5
DAREDEVIL,HOGUN [ASGARDIAN],5
