Hero1,Hero2,Appeared_Together
"NORRISS, SISTER BARB",SERSI,1
"NORRISS, SISTER BARB",THUNDERSTRIKE,1
"NORRISS, SISTER BARB",SASQUATCH,3
"NORRISS, SISTER BARB",DAZZLER II,1
"NORRISS, SISTER BARB",JUSTICE II,2
"NORRISS, SISTER BARB",MEGGAN,0
"NORRISS, SISTER BARB","CARTER, SHARON",0
"NORRISS, SISTER BARB",GALACTUS,0
"NORRISS, SISTER BARB",GORGON [INHUMAN],4
"NORRISS, SISTER BARB",WHITE QUEEN,0
"NORRISS, SISTER BARB",PHOENIX III,0
"NORRISS, SISTER BARB",BLACK BOLT,4
"NORRISS, SISTER BARB",KARNAK [INHUMAN],3
"NORRISS, SISTER BARB","WATSON, ANNA",0
"NORRISS, SISTER BARB",STARFOX,3
"NORRISS, SISTER BARB",BISHOP ,0
"NORRISS, SISTER BARB",PUCK,0
"NORRISS, SISTER BARB",RED SKULL,0
"NORRISS, SISTER BARB",ENCHANTRESS,9
"NORRISS, SISTER BARB",DOC SAMSON,5
"NORRISS, SISTER BARB",NIGHTHAWK II,103
"NORRISS, SISTER BARB",THUNDERBIRD II,3
"NORRISS, SISTER BARB",HELLCAT,78
"NORRISS, SISTER BARB",MAGIK,0
"NORRISS, SISTER BARB",FORGE,2
"NORRISS, SISTER BARB",MAN-THING,2
"NORRISS, SISTER BARB","KNIGHT, MISTY",0
"NORRISS, SISTER BARB","KINCAID, DR. JANE FO",0
"NORRISS, SISTER BARB","TALBOT, GLENN",4
"NORRISS, SISTER BARB",GHOST RIDER III,0
"NORRISS, SISTER BARB",SPEEDBALL,0
"NORRISS, SISTER BARB",TRITON,4
"NORRISS, SISTER BARB",CAPTAIN MARVEL,3
"NORRISS, SISTER BARB","HOGAN, VIRGINIA PEPP",0
"NORRISS, SISTER BARB",SHAMAN,3
"NORRISS, SISTER BARB","COOPER, DR. VALERIE",0
"NORRISS, SISTER BARB",UATU,3
"NORRISS, SISTER BARB","HOGAN, HAROLD J. HAP",0
"NORRISS, SISTER BARB","JAMESON, COL. JOHN",0
"NORRISS, SISTER BARB",CYPHER,0
"NORRISS, SISTER BARB",MYSTIQUE,1
"NORRISS, SISTER BARB",LOCKHEED,0
"NORRISS, SISTER BARB",SPIDER-WOMAN,2
"NORRISS, SISTER BARB",WARLOCK III,0
"NORRISS, SISTER BARB",NORTHSTAR,2
"NORRISS, SISTER BARB",HUMAN TORCH ANDROID,0
"NORRISS, SISTER BARB",SHANNA,1
"NORRISS, SISTER BARB",SANDMAN,0
"NORRISS, SISTER BARB",DAGGER,2
"NORRISS, SISTER BARB",MEPHISTO,5
"NORRISS, SISTER BARB",GEE,0
"NORRISS, SISTER BARB","GRANT, GLORIA GLORY",0
"NORRISS, SISTER BARB",ANT-MAN II,1
"NORRISS, SISTER BARB",AURORA,2
"NORRISS, SISTER BARB",LOCKJAW [INHUMAN],2
"NORRISS, SISTER BARB",CLOAK,2
"NORRISS, SISTER BARB",SIRYN,2
"NORRISS, SISTER BARB",BLACK CAT,0
"NORRISS, SISTER BARB",KARNILLA [ASGARDIAN],2
"NORRISS, SISTER BARB",LYJA LAZERFIST [SKRU,0
"NORRISS, SISTER BARB","JONES, GABE",0
"NORRISS, SISTER BARB",PHARAOH RAMA-TUT,0
"NORRISS, SISTER BARB","TARR, BLACK JACK",0
"NORRISS, SISTER BARB",SPIDER-WOMAN II,0
"NORRISS, SISTER BARB",DR. OCTOPUS,0
"NORRISS, SISTER BARB","GYRICH, HENRY PETER",2
"NORRISS, SISTER BARB",VIZIER,1
"NORRISS, SISTER BARB",POWER MAN,0
"NORRISS, SISTER BARB",THANOS,2
"NORRISS, SISTER BARB",BEETLE,3
"NORRISS, SISTER BARB",HIGH EVOLUTIONARY,0
"NORRISS, SISTER BARB","WING, COLLEEN",0
"NORRISS, SISTER BARB",BLOB,5
"NORRISS, SISTER BARB",REDWING,1
"NORRISS, SISTER BARB",DR. DRUID,1
"NORRISS, SISTER BARB",WEREWOLF BY NIGHT,1
"NORRISS, SISTER BARB",FRENCHIE,0
"NORRISS, SISTER BARB",LILANDRA NERAMANI [S,0
"NORRISS, SISTER BARB",HELLSTORM,34
"NORRISS, SISTER BARB","STACY, GWEN",0
"NORRISS, SISTER BARB",MOONSTONE II,0
"NORRISS, SISTER BARB","SITWELL, JASPER",0
"NORRISS, SISTER BARB",MICROCHIP,0
"NORRISS, SISTER BARB",GREEN GOBLIN,0
"NORRISS, SISTER BARB",NIGHT THRASHER,0
"NORRISS, SISTER BARB",X-MAN,0
"NORRISS, SISTER BARB","WU, LEIKO",0
"NORRISS, SISTER BARB",SABRETOOTH,0
"NORRISS, SISTER BARB",BOX IV,0
"NORRISS, SISTER BARB","ARBOGAST, BAMBI",0
"NORRISS, SISTER BARB",DOMINO III,0
"NORRISS, SISTER BARB","ROM, SPACEKNIGHT",3
"NORRISS, SISTER BARB",COUNTERWEIGHT II,0
"NORRISS, SISTER BARB","DE LA FONTAINE, CONT",1
"NORRISS, SISTER BARB",RICTOR,1
"NORRISS, SISTER BARB","RESTON, CLIVE",0
"NORRISS, SISTER BARB",NOMAD III,0
"NORRISS, SISTER BARB",LIGHTSPEED,0
"NORRISS, SISTER BARB",COUNTERWEIGHT,0
"NORRISS, SISTER BARB",APOCALYPSE,0
"NORRISS, SISTER BARB","SMITH, SIR DENIS NAY",0
"NORRISS, SISTER BARB",VASHTI,4
"NORRISS, SISTER BARB",GARGOYLE II,60
"NORRISS, SISTER BARB",WARLOCK II,1
"NORRISS, SISTER BARB",MANDARIN,0
"NORRISS, SISTER BARB","CARTER, PEGGY",0
"NORRISS, SISTER BARB",SILVER SABLE,0
"NORRISS, SISTER BARB","ALRAUNE, MARLENE",0
"NORRISS, SISTER BARB",MS. MARVEL II,0
"NORRISS, SISTER BARB","HARKNESS, AGATHA",0
"NORRISS, SISTER BARB",SKIN,0
"NORRISS, SISTER BARB",DRAX,1
"NORRISS, SISTER BARB",CHAMBER,0
"NORRISS, SISTER BARB","SUMMERS, MADELYNE MA",0
"NORRISS, SISTER BARB",HUSK,0
"NORRISS, SISTER BARB","LEEDS, NED",0
"NORRISS, SISTER BARB",SCREAMING MIMI,1
"NORRISS, SISTER BARB",DIAMONDBACK II,0
"NORRISS, SISTER BARB","ROSENTHAL, BERNIE",1
"NORRISS, SISTER BARB",VENOM,0
"NORRISS, SISTER BARB","QUARTERMAIN, CLAY",2
"NORRISS, SISTER BARB",NOVA II,0
"NORRISS, SISTER BARB","JONES, MARLO CHANDLE",0
"NORRISS, SISTER BARB",ANCIENT ONE,1
"NORRISS, SISTER BARB",NIGHTMARE,2
"NORRISS, SISTER BARB","JAMESON, MARLA MADIS",0
"NORRISS, SISTER BARB",MARROW,0
"NORRISS, SISTER BARB",LIZARD,0
"NORRISS, SISTER BARB",WIZARD,0
"NORRISS, SISTER BARB",HELA [ASGARDIAN],5
"NORRISS, SISTER BARB",STARSHINE II,2
"NORRISS, SISTER BARB",SYNCH,0
"NORRISS, SISTER BARB",HOWARD THE DUCK,1
"NORRISS, SISTER BARB","WINGFOOT, WYATT",0
"NORRISS, SISTER BARB",BLACK KING,0
"NORRISS, SISTER BARB",MAGMA,0
"NORRISS, SISTER BARB",CALIBAN,1
"NORRISS, SISTER BARB",MAKKARI,1
"NORRISS, SISTER BARB",ABSORBING MAN,0
"NORRISS, SISTER BARB","TILBY, TRISH",0
"NORRISS, SISTER BARB",GUARDIAN,3
CLEA,JUBILEE,0
CLEA,BOOMER,0
CLEA,MOON KNIGHT,2
CLEA,USAGENT,0
CLEA,"OSBORN, HARRY",0
CLEA,"MACTAGGERT, MOIRA KI",0
CLEA,POLARIS,0
CLEA,KA-ZAR,0
CLEA,QUASAR III,0
CLEA,CAPTAIN MARVEL II,0
CLEA,MOCKINGBIRD,1
CLEA,NOVA,0
CLEA,SHANG-CHI,0
CLEA,MIRAGE II,0
CLEA,BINARY,4
CLEA,"HUDSON, HEATHER",0
CLEA,TIGRA,2
CLEA,SPIDER-MAN CLONE,0
CLEA,"PAGE, KAREN",0
CLEA,MEDUSA,1
CLEA,ZABU,0
CLEA,NAMORITA,1
CLEA,GHOST RIDER II,3
CLEA,"URICH, BEN",0
CLEA,FIRESTAR,0
CLEA,MOONDRAGON,2
CLEA,DRACULA,1
CLEA,"OSBORN, LIZ ALLAN",0
CLEA,HEIMDALL [ASGARDIAN],0
CLEA,SERSI,0
CLEA,THUNDERSTRIKE,0
CLEA,SASQUATCH,0
CLEA,DAZZLER II,0
CLEA,JUSTICE II,0
CLEA,MEGGAN,0
CLEA,"CARTER, SHARON",0
CLEA,GALACTUS,2
CLEA,GORGON [INHUMAN],1
CLEA,WHITE QUEEN,0
CLEA,PHOENIX III,0
CLEA,BLACK BOLT,1
CLEA,KARNAK [INHUMAN],1
CLEA,"WATSON, ANNA",0
CLEA,STARFOX,1
CLEA,BISHOP ,0
CLEA,PUCK,0
CLEA,RED SKULL,0
CLEA,ENCHANTRESS,2
CLEA,DOC SAMSON,0
CLEA,NIGHTHAWK II,36
CLEA,THUNDERBIRD II,0
CLEA,HELLCAT,27
CLEA,MAGIK,0
CLEA,FORGE,0
CLEA,MAN-THING,2
CLEA,"KNIGHT, MISTY",0
CLEA,"KINCAID, DR. JANE FO",0
CLEA,"TALBOT, GLENN",0
CLEA,GHOST RIDER III,1
CLEA,SPEEDBALL,0
CLEA,TRITON,1
CLEA,CAPTAIN MARVEL,1
CLEA,"HOGAN, VIRGINIA PEPP",0
CLEA,SHAMAN,0
CLEA,"COOPER, DR. VALERIE",0
CLEA,UATU,1
CLEA,"HOGAN, HAROLD J. HAP",0
CLEA,"JAMESON, COL. JOHN",0
CLEA,CYPHER,0
CLEA,MYSTIQUE,0
CLEA,LOCKHEED,0
CLEA,SPIDER-WOMAN,2
CLEA,WARLOCK III,0
CLEA,NORTHSTAR,0
CLEA,HUMAN TORCH ANDROID,0
CLEA,SHANNA,0
CLEA,SANDMAN,0
CLEA,DAGGER,0
CLEA,MEPHISTO,4
CLEA,GEE,0
CLEA,"GRANT, GLORIA GLORY",0
CLEA,ANT-MAN II,0
CLEA,AURORA,0
CLEA,LOCKJAW [INHUMAN],0
CLEA,CLOAK,0
CLEA,SIRYN,0
CLEA,BLACK CAT,0
CLEA,KARNILLA [ASGARDIAN],0
CLEA,LYJA LAZERFIST [SKRU,0
CLEA,"JONES, GABE",1
CLEA,PHARAOH RAMA-TUT,1
CLEA,"TARR, BLACK JACK",0
CLEA,SPIDER-WOMAN II,0
CLEA,DR. OCTOPUS,0
CLEA,"GYRICH, HENRY PETER",0
CLEA,VIZIER,0
CLEA,POWER MAN,0
CLEA,THANOS,2
CLEA,BEETLE,0
CLEA,HIGH EVOLUTIONARY,0
CLEA,"WING, COLLEEN",0
CLEA,BLOB,0
CLEA,REDWING,0
CLEA,DR. DRUID,4
CLEA,WEREWOLF BY NIGHT,1
CLEA,FRENCHIE,0
CLEA,LILANDRA NERAMANI [S,0
CLEA,HELLSTORM,10
CLEA,"STACY, GWEN",0
CLEA,MOONSTONE II,0
CLEA,"SITWELL, JASPER",0
CLEA,MICROCHIP,0
CLEA,GREEN GOBLIN,0
CLEA,NIGHT THRASHER,0
CLEA,X-MAN,0
CLEA,"WU, LEIKO",0
CLEA,SABRETOOTH,0
CLEA,BOX IV,0
CLEA,"ARBOGAST, BAMBI",0
CLEA,DOMINO III,0
CLEA,"ROM, SPACEKNIGHT",0
CLEA,COUNTERWEIGHT II,0
CLEA,"DE LA FONTAINE, CONT",0
CLEA,RICTOR,0
CLEA,"RESTON, CLIVE",0
CLEA,NOMAD III,0
CLEA,LIGHTSPEED,0
CLEA,COUNTERWEIGHT,0
CLEA,APOCALYPSE,0
CLEA,"SMITH, SIR DENIS NAY",0
CLEA,VASHTI,3
CLEA,GARGOYLE II,10
CLEA,WARLOCK II,2
CLEA,MANDARIN,0
CLEA,"CARTER, PEGGY",0
CLEA,SILVER SABLE,0
CLEA,"ALRAUNE, MARLENE",0
CLEA,MS. MARVEL II,0
CLEA,"HARKNESS, AGATHA",0
CLEA,SKIN,0
CLEA,DRAX,2
CLEA,CHAMBER,0
CLEA,"SUMMERS, MADELYNE MA",0
CLEA,HUSK,0
CLEA,"LEEDS, NED",0
CLEA,SCREAMING MIMI,0
CLEA,DIAMONDBACK II,0
CLEA,"ROSENTHAL, BERNIE",0
CLEA,VENOM,0
CLEA,"QUARTERMAIN, CLAY",0
CLEA,NOVA II,2
CLEA,"JONES, MARLO CHANDLE",0
CLEA,ANCIENT ONE,31
CLEA,NIGHTMARE,14
CLEA,"JAMESON, MARLA MADIS",0
CLEA,MARROW,0
CLEA,LIZARD,0
CLEA,WIZARD,0
CLEA,HELA [ASGARDIAN],1
CLEA,STARSHINE II,0
CLEA,SYNCH,0
CLEA,HOWARD THE DUCK,1
CLEA,"WINGFOOT, WYATT",0
CLEA,BLACK KING,0
CLEA,MAGMA,0
CLEA,CALIBAN,0
CLEA,MAKKARI,0
CLEA,ABSORBING MAN,0
CLEA,"TILBY, TRISH",0
CLEA,GUARDIAN,0
JUBILEE,BOOMER,14
JUBILEE,MOON KNIGHT,1
JUBILEE,USAGENT,1
JUBILEE,"OSBORN, HARRY",0
JUBILEE,"MACTAGGERT, MOIRA KI",24
JUBILEE,POLARIS,17
JUBILEE,KA-ZAR,3
JUBILEE,QUASAR III,0
JUBILEE,CAPTAIN MARVEL II,0
JUBILEE,MOCKINGBIRD,0
JUBILEE,NOVA,3
JUBILEE,SHANG-CHI,1
JUBILEE,MIRAGE II,3
JUBILEE,BINARY,0
JUBILEE,"HUDSON, HEATHER",1
JUBILEE,TIGRA,0
JUBILEE,SPIDER-MAN CLONE,0
JUBILEE,"PAGE, KAREN",0
JUBILEE,MEDUSA,0
JUBILEE,ZABU,3
JUBILEE,NAMORITA,2
JUBILEE,GHOST RIDER II,1
JUBILEE,"URICH, BEN",0
JUBILEE,FIRESTAR,0
JUBILEE,MOONDRAGON,0
JUBILEE,DRACULA,1
JUBILEE,"OSBORN, LIZ ALLAN",0
JUBILEE,HEIMDALL [ASGARDIAN],0
JUBILEE,SERSI,0
JUBILEE,THUNDERSTRIKE,2
JUBILEE,SASQUATCH,2
JUBILEE,DAZZLER II,10
JUBILEE,JUSTICE II,0
JUBILEE,MEGGAN,2
JUBILEE,"CARTER, SHARON",0
JUBILEE,GALACTUS,1
JUBILEE,GORGON [INHUMAN],0
JUBILEE,WHITE QUEEN,74
JUBILEE,PHOENIX III,1
JUBILEE,BLACK BOLT,0
JUBILEE,KARNAK [INHUMAN],0
JUBILEE,"WATSON, ANNA",0
JUBILEE,STARFOX,0
JUBILEE,BISHOP ,23
JUBILEE,PUCK,2
JUBILEE,RED SKULL,0
JUBILEE,ENCHANTRESS,0
JUBILEE,DOC SAMSON,0
JUBILEE,NIGHTHAWK II,0
JUBILEE,THUNDERBIRD II,8
JUBILEE,HELLCAT,0
JUBILEE,MAGIK,0
JUBILEE,FORGE,33
JUBILEE,MAN-THING,1
JUBILEE,"KNIGHT, MISTY",2
JUBILEE,"KINCAID, DR. JANE FO",0
JUBILEE,"TALBOT, GLENN",0
JUBILEE,GHOST RIDER III,5
JUBILEE,SPEEDBALL,3
JUBILEE,TRITON,0
JUBILEE,CAPTAIN MARVEL,0
JUBILEE,"HOGAN, VIRGINIA PEPP",0
JUBILEE,SHAMAN,0
JUBILEE,"COOPER, DR. VALERIE",6
JUBILEE,UATU,1
JUBILEE,"HOGAN, HAROLD J. HAP",0
JUBILEE,"JAMESON, COL. JOHN",0
JUBILEE,CYPHER,1
JUBILEE,MYSTIQUE,9
JUBILEE,LOCKHEED,2
JUBILEE,SPIDER-WOMAN,2
JUBILEE,WARLOCK III,2
JUBILEE,NORTHSTAR,1
JUBILEE,HUMAN TORCH ANDROID,0
JUBILEE,SHANNA,3
JUBILEE,SANDMAN,0
JUBILEE,DAGGER,1
JUBILEE,MEPHISTO,0
JUBILEE,GEE,0
JUBILEE,"GRANT, GLORIA GLORY",0
JUBILEE,ANT-MAN II,0
JUBILEE,AURORA,0
JUBILEE,LOCKJAW [INHUMAN],0
JUBILEE,CLOAK,1
JUBILEE,SIRYN,10
JUBILEE,BLACK CAT,0
JUBILEE,KARNILLA [ASGARDIAN],0
JUBILEE,LYJA LAZERFIST [SKRU,0
JUBILEE,"JONES, GABE",0
JUBILEE,PHARAOH RAMA-TUT,0
JUBILEE,"TARR, BLACK JACK",0
JUBILEE,SPIDER-WOMAN II,0
JUBILEE,DR. OCTOPUS,0
JUBILEE,"GYRICH, HENRY PETER",0
JUBILEE,VIZIER,0
JUBILEE,POWER MAN,0
JUBILEE,THANOS,0
JUBILEE,BEETLE,0
JUBILEE,HIGH EVOLUTIONARY,2
JUBILEE,"WING, COLLEEN",0
JUBILEE,BLOB,1
JUBILEE,REDWING,0
JUBILEE,DR. DRUID,0
JUBILEE,WEREWOLF BY NIGHT,0
JUBILEE,FRENCHIE,0
JUBILEE,LILANDRA NERAMANI [S,4
JUBILEE,HELLSTORM,0
JUBILEE,"STACY, GWEN",0
JUBILEE,MOONSTONE II,0
JUBILEE,"SITWELL, JASPER",0
JUBILEE,MICROCHIP,0
JUBILEE,GREEN GOBLIN,0
JUBILEE,NIGHT THRASHER,1
JUBILEE,X-MAN,5
JUBILEE,"WU, LEIKO",0
JUBILEE,SABRETOOTH,20
JUBILEE,BOX IV,0
JUBILEE,"ARBOGAST, BAMBI",0
JUBILEE,DOMINO III,2
JUBILEE,"ROM, SPACEKNIGHT",0
JUBILEE,COUNTERWEIGHT II,0
JUBILEE,"DE LA FONTAINE, CONT",0
JUBILEE,RICTOR,10
JUBILEE,"RESTON, CLIVE",0
JUBILEE,NOMAD III,0
JUBILEE,LIGHTSPEED,0
JUBILEE,COUNTERWEIGHT,0
JUBILEE,APOCALYPSE,5
JUBILEE,"SMITH, SIR DENIS NAY",0
JUBILEE,VASHTI,0
JUBILEE,GARGOYLE II,0
JUBILEE,WARLOCK II,0
JUBILEE,MANDARIN,1
JUBILEE,"CARTER, PEGGY",0
JUBILEE,SILVER SABLE,0
JUBILEE,"ALRAUNE, MARLENE",0
JUBILEE,MS. MARVEL II,0
JUBILEE,"HARKNESS, AGATHA",0
JUBILEE,SKIN,75
JUBILEE,DRAX,0
JUBILEE,CHAMBER,73
JUBILEE,"SUMMERS, MADELYNE MA",1
JUBILEE,HUSK,74
JUBILEE,"LEEDS, NED",0
JUBILEE,SCREAMING MIMI,0
JUBILEE,DIAMONDBACK II,0
JUBILEE,"ROSENTHAL, BERNIE",0
JUBILEE,VENOM,0
JUBILEE,"QUARTERMAIN, CLAY",0
JUBILEE,NOVA II,0
JUBILEE,"JONES, MARLO CHANDLE",0
JUBILEE,ANCIENT ONE,0
JUBILEE,NIGHTMARE,0
JUBILEE,"JAMESON, MARLA MADIS",0
JUBILEE,MARROW,14
JUBILEE,LIZARD,0
JUBILEE,WIZARD,0
JUBILEE,HELA [ASGARDIAN],0
JUBILEE,STARSHINE II,0
JUBILEE,SYNCH,67
JUBILEE,HOWARD THE DUCK,1
JUBILEE,"WINGFOOT, WYATT",0
JUBILEE,BLACK KING,3
JUBILEE,MAGMA,0
JUBILEE,CALIBAN,3
JUBILEE,MAKKARI,0
JUBILEE,ABSORBING MAN,0
JUBILEE,"TILBY, TRISH",5
JUBILEE,GUARDIAN,1
BOOMER,MOON KNIGHT,0
BOOMER,USAGENT,0
BOOMER,"OSBORN, HARRY",0
BOOMER,"MACTAGGERT, MOIRA KI",17
BOOMER,POLARIS,13
BOOMER,KA-ZAR,0
BOOMER,QUASAR III,0
BOOMER,CAPTAIN MARVEL II,1
BOOMER,MOCKINGBIRD,1
BOOMER,NOVA,4
BOOMER,SHANG-CHI,0
BOOMER,MIRAGE II,58
BOOMER,BINARY,0
BOOMER,"HUDSON, HEATHER",1
BOOMER,TIGRA,1
BOOMER,SPIDER-MAN CLONE,0
BOOMER,"PAGE, KAREN",0
BOOMER,MEDUSA,0
BOOMER,ZABU,0
BOOMER,NAMORITA,5
BOOMER,GHOST RIDER II,1
BOOMER,"URICH, BEN",0
BOOMER,FIRESTAR,4
BOOMER,MOONDRAGON,0
BOOMER,DRACULA,0
BOOMER,"OSBORN, LIZ ALLAN",0
BOOMER,HEIMDALL [ASGARDIAN],0
BOOMER,SERSI,0
BOOMER,THUNDERSTRIKE,0
BOOMER,SASQUATCH,0
BOOMER,DAZZLER II,1
BOOMER,JUSTICE II,4
BOOMER,MEGGAN,3
BOOMER,"CARTER, SHARON",0
BOOMER,GALACTUS,0
BOOMER,GORGON [INHUMAN],0
BOOMER,WHITE QUEEN,7
BOOMER,PHOENIX III,3
BOOMER,BLACK BOLT,0
BOOMER,KARNAK [INHUMAN],0
BOOMER,"WATSON, ANNA",0
BOOMER,STARFOX,0
BOOMER,BISHOP ,15
BOOMER,PUCK,0
BOOMER,RED SKULL,0
BOOMER,ENCHANTRESS,0
BOOMER,DOC SAMSON,0
BOOMER,NIGHTHAWK II,0
BOOMER,THUNDERBIRD II,106
BOOMER,HELLCAT,0
BOOMER,MAGIK,3
BOOMER,FORGE,15
BOOMER,MAN-THING,1
BOOMER,"KNIGHT, MISTY",1
BOOMER,"KINCAID, DR. JANE FO",0
BOOMER,"TALBOT, GLENN",0
BOOMER,GHOST RIDER III,0
BOOMER,SPEEDBALL,4
BOOMER,TRITON,0
BOOMER,CAPTAIN MARVEL,0
BOOMER,"HOGAN, VIRGINIA PEPP",0
BOOMER,SHAMAN,0
BOOMER,"COOPER, DR. VALERIE",9
BOOMER,UATU,0
BOOMER,"HOGAN, HAROLD J. HAP",0
BOOMER,"JAMESON, COL. JOHN",0
BOOMER,CYPHER,5
BOOMER,MYSTIQUE,12
BOOMER,LOCKHEED,0
BOOMER,SPIDER-WOMAN,0
BOOMER,WARLOCK III,39
BOOMER,NORTHSTAR,0
BOOMER,HUMAN TORCH ANDROID,0
BOOMER,SHANNA,0
BOOMER,SANDMAN,0
BOOMER,DAGGER,1
BOOMER,MEPHISTO,0
BOOMER,GEE,0
BOOMER,"GRANT, GLORIA GLORY",0
BOOMER,ANT-MAN II,0
BOOMER,AURORA,0
BOOMER,LOCKJAW [INHUMAN],0
BOOMER,CLOAK,1
BOOMER,SIRYN,76
BOOMER,BLACK CAT,0
BOOMER,KARNILLA [ASGARDIAN],3
BOOMER,LYJA LAZERFIST [SKRU,0
BOOMER,"JONES, GABE",0
BOOMER,PHARAOH RAMA-TUT,0
BOOMER,"TARR, BLACK JACK",0
BOOMER,SPIDER-WOMAN II,0
BOOMER,DR. OCTOPUS,0
BOOMER,"GYRICH, HENRY PETER",1
BOOMER,VIZIER,1
BOOMER,POWER MAN,0
BOOMER,THANOS,0
BOOMER,BEETLE,0
BOOMER,HIGH EVOLUTIONARY,0
BOOMER,"WING, COLLEEN",1
BOOMER,BLOB,16
BOOMER,REDWING,0
BOOMER,DR. DRUID,1
BOOMER,WEREWOLF BY NIGHT,0
BOOMER,FRENCHIE,0
BOOMER,LILANDRA NERAMANI [S,0
BOOMER,HELLSTORM,0
BOOMER,"STACY, GWEN",0
BOOMER,MOONSTONE II,0
BOOMER,"SITWELL, JASPER",0
BOOMER,MICROCHIP,0
BOOMER,GREEN GOBLIN,0
BOOMER,NIGHT THRASHER,4
BOOMER,X-MAN,2
BOOMER,"WU, LEIKO",0
BOOMER,SABRETOOTH,11
BOOMER,BOX IV,0
BOOMER,"ARBOGAST, BAMBI",0
BOOMER,DOMINO III,59
BOOMER,"ROM, SPACEKNIGHT",0
BOOMER,COUNTERWEIGHT II,0
BOOMER,"DE LA FONTAINE, CONT",0
BOOMER,RICTOR,79
BOOMER,"RESTON, CLIVE",0
BOOMER,NOMAD III,0
BOOMER,LIGHTSPEED,0
BOOMER,COUNTERWEIGHT,0
BOOMER,APOCALYPSE,15
BOOMER,"SMITH, SIR DENIS NAY",0
BOOMER,VASHTI,0
BOOMER,GARGOYLE II,0
BOOMER,WARLOCK II,0
BOOMER,MANDARIN,0
BOOMER,"CARTER, PEGGY",0
BOOMER,SILVER SABLE,0
BOOMER,"ALRAUNE, MARLENE",0
BOOMER,MS. MARVEL II,2
BOOMER,"HARKNESS, AGATHA",0
BOOMER,SKIN,2
BOOMER,DRAX,0
BOOMER,CHAMBER,2
BOOMER,"SUMMERS, MADELYNE MA",1
BOOMER,HUSK,7
BOOMER,"LEEDS, NED",0
BOOMER,SCREAMING MIMI,0
BOOMER,DIAMONDBACK II,0
BOOMER,"ROSENTHAL, BERNIE",0
BOOMER,VENOM,0
BOOMER,"QUARTERMAIN, CLAY",0
BOOMER,NOVA II,0
BOOMER,"JONES, MARLO CHANDLE",0
BOOMER,ANCIENT ONE,0
BOOMER,NIGHTMARE,0
BOOMER,"JAMESON, MARLA MADIS",0
BOOMER,MARROW,2
BOOMER,LIZARD,0
BOOMER,WIZARD,0
BOOMER,HELA [ASGARDIAN],10
BOOMER,STARSHINE II,0
BOOMER,SYNCH,3
BOOMER,HOWARD THE DUCK,0
BOOMER,"WINGFOOT, WYATT",0
BOOMER,BLACK KING,5
BOOMER,MAGMA,3
BOOMER,CALIBAN,35
BOOMER,MAKKARI,0
BOOMER,ABSORBING MAN,0
BOOMER,"TILBY, TRISH",10
BOOMER,GUARDIAN,1
MOON KNIGHT,USAGENT,8
MOON KNIGHT,"OSBORN, HARRY",0
MOON KNIGHT,"MACTAGGERT, MOIRA KI",0
MOON KNIGHT,POLARIS,3
MOON KNIGHT,KA-ZAR,2
MOON KNIGHT,QUASAR III,7
MOON KNIGHT,CAPTAIN MARVEL II,4
MOON KNIGHT,MOCKINGBIRD,26
MOON KNIGHT,NOVA,10
MOON KNIGHT,SHANG-CHI,9
MOON KNIGHT,MIRAGE II,0
MOON KNIGHT,BINARY,2
MOON KNIGHT,"HUDSON, HEATHER",4
MOON KNIGHT,TIGRA,25
MOON KNIGHT,SPIDER-MAN CLONE,0
MOON KNIGHT,"PAGE, KAREN",0
MOON KNIGHT,MEDUSA,1
MOON KNIGHT,ZABU,0
MOON KNIGHT,NAMORITA,6
MOON KNIGHT,GHOST RIDER II,0
MOON KNIGHT,"URICH, BEN",0
MOON KNIGHT,FIRESTAR,5
MOON KNIGHT,MOONDRAGON,7
MOON KNIGHT,DRACULA,1
MOON KNIGHT,"OSBORN, LIZ ALLAN",0
MOON KNIGHT,HEIMDALL [ASGARDIAN],0
MOON KNIGHT,SERSI,2
MOON KNIGHT,THUNDERSTRIKE,5
MOON KNIGHT,SASQUATCH,5
MOON KNIGHT,DAZZLER II,3
MOON KNIGHT,JUSTICE II,2
MOON KNIGHT,MEGGAN,0
MOON KNIGHT,"CARTER, SHARON",0
MOON KNIGHT,GALACTUS,4
MOON KNIGHT,GORGON [INHUMAN],1
MOON KNIGHT,WHITE QUEEN,0
MOON KNIGHT,PHOENIX III,0
MOON KNIGHT,BLACK BOLT,1
MOON KNIGHT,KARNAK [INHUMAN],1
MOON KNIGHT,"WATSON, ANNA",0
MOON KNIGHT,STARFOX,2
MOON KNIGHT,BISHOP ,0
MOON KNIGHT,PUCK,5
MOON KNIGHT,RED SKULL,0
MOON KNIGHT,ENCHANTRESS,0
MOON KNIGHT,DOC SAMSON,1
MOON KNIGHT,NIGHTHAWK II,5
MOON KNIGHT,THUNDERBIRD II,0
MOON KNIGHT,HELLCAT,6
MOON KNIGHT,MAGIK,0
MOON KNIGHT,FORGE,2
MOON KNIGHT,MAN-THING,0
MOON KNIGHT,"KNIGHT, MISTY",1
MOON KNIGHT,"KINCAID, DR. JANE FO",0
MOON KNIGHT,"TALBOT, GLENN",0
MOON KNIGHT,GHOST RIDER III,1
MOON KNIGHT,SPEEDBALL,7
MOON KNIGHT,TRITON,1
MOON KNIGHT,CAPTAIN MARVEL,1
